"","lon","lat","date","status","analysed_sst","analysis_error","mask","sea_ice_fraction"
"5780",-14.2709418386221,-49.150945129575,2020-11-04,TRUE,276.607,0.38,1,NA
"5781",40.8618443459272,-41.7446922513942,2004-01-14,TRUE,287.011,0.37,1,0
"5782",-63.5905647743493,-22.104357061598,2012-12-20,TRUE,NA,NA,2,NA
"5783",-165.267490055412,-38.6515328361318,2007-06-11,TRUE,287.5,0.38,1,NA
"5784",-107.92949010618,-48.785013838221,2014-03-18,TRUE,284.556,0.39,1,NA
"5785",123.225832656026,-4.98223863691713,2005-10-16,TRUE,302.562,0.39,1,NA
"5786",-60.6323753111064,-8.21987174970449,2005-05-21,TRUE,NA,NA,2,NA
"5787",78.0260653328151,-35.2479535156003,2020-10-13,TRUE,287.972,0.38,1,NA
"5788",10.9818148892373,-24.9519771805423,2016-03-19,TRUE,295.298,0.39,1,NA
"5789",-118.283516457304,-70.0731948134679,2014-05-06,TRUE,271.35,0.36,9,0.89
"5790",-102.694586226717,21.0596562069478,2015-12-28,TRUE,NA,NA,2,NA
"5791",-61.9568927027285,-39.5966665618193,2013-11-08,TRUE,290.321,0.39,1,NA
"5792",108.01748550497,75.5002853098503,2003-10-05,TRUE,NA,NA,2,NA
"5793",-72.1005502156913,-2.70175582525729,2007-01-18,TRUE,NA,NA,2,NA
"5794",-11.9763917382807,-28.2725320693792,2015-12-16,TRUE,295.287,0.37,1,NA
"5795",22.9042997583747,29.5258018755133,2006-05-24,TRUE,NA,NA,2,NA
"5796",-140.006783762947,10.5638579956601,2016-09-14,TRUE,301.474,0.38,1,NA
"5797",-38.6047402303666,-31.0562031129644,2009-05-28,TRUE,293.581,0.37,1,NA
"5798",-23.6792831495404,24.7462873473406,2020-09-21,TRUE,298.592,0.37,1,NA
"5799",106.638734098524,-66.1311016859953,2018-01-24,TRUE,273.81,0.36,1,NA
"5800",75.3482030890882,43.2222699938118,2004-12-18,TRUE,NA,NA,2,NA
"5801",109.416430005804,78.8563869347954,2008-11-23,TRUE,271.351,0.35,9,0.86
"5802",91.3464355655015,-14.7135038019155,2004-12-18,TRUE,300.161,0.37,1,NA
"5803",-43.4102988056839,49.0523252275199,2014-08-12,TRUE,288.576,0.39,1,0
"5804",-49.3146206997335,-17.7205407872932,2007-11-23,TRUE,NA,NA,2,NA
"5805",-60.2735661529005,-18.1087077310824,2017-07-07,TRUE,NA,NA,2,NA
"5806",135.15739579685,-17.8880950770323,2014-12-16,TRUE,NA,NA,2,NA
"5807",-117.457549721003,13.2854983300431,2018-04-15,TRUE,300.457,0.37,1,NA
"5808",129.063568292186,55.8765427432517,2003-04-09,TRUE,NA,NA,2,NA
"5809",-133.130090190098,52.9794419478864,2009-04-21,TRUE,279.48,0.37,1,NA
"5810",-73.7533189449459,3.4728952047702,2004-01-20,TRUE,NA,NA,2,NA
"5811",-37.9104914981872,-5.11442856379697,2014-01-21,TRUE,NA,NA,2,NA
"5812",108.346839314327,10.1413013371729,2013-07-14,TRUE,302.638,0.41,1,NA
"5813",-152.46617294848,-72.6274391053627,2007-02-03,TRUE,271.876,0.36,9,0.34
"5814",-11.2517423462123,54.9985929959612,2010-02-24,TRUE,283.41,0.38,1,0
"5815",-57.8542801737785,16.6453991532136,2003-11-01,TRUE,301.254,0.38,1,NA
"5816",-76.4162500016391,-10.4552931869187,2007-08-09,TRUE,NA,NA,2,NA
"5817",-176.040997216478,21.5648541583276,2009-03-18,TRUE,297.421,0.38,1,NA
"5818",-38.9861314091831,-64.1216143998556,2006-04-06,TRUE,272.999,0.36,1,0
"5819",-37.5168191548437,-18.1784196282866,2010-04-08,TRUE,301.197,0.4,1,NA
"5820",-140.919305467978,35.6895543897381,2017-04-19,TRUE,286.651,0.4,1,NA
"5821",156.754775382578,18.3668982747096,2010-12-01,TRUE,301.66,0.39,1,NA
"5822",77.8557500895113,-52.7059227970623,2015-11-11,TRUE,274.048,0.38,1,NA
"5823",-106.060483949259,-31.2133964656306,2003-05-24,TRUE,294.543,0.38,1,NA
"5824",-146.00397689268,-16.9004571643426,2017-07-09,TRUE,300.853,0.37,1,NA
"5825",-45.3433451335877,1.75174951192249,2016-07-06,TRUE,301.369,0.37,1,NA
"5826",-83.014484513551,25.5746874497444,2019-02-06,TRUE,295.361,0.37,1,NA
"5827",25.177556052804,18.0761521443845,2007-06-14,TRUE,NA,NA,2,NA
"5828",18.6452745459974,-25.1796560261699,2009-05-18,TRUE,NA,NA,2,NA
"5829",-139.383612563834,-17.7717862253743,2013-08-01,TRUE,298.61,0.37,1,NA
"5830",-67.9441059194505,17.142383292449,2006-09-25,TRUE,302.614,0.38,1,NA
"5831",-127.815753445029,35.1976760103108,2011-10-08,TRUE,291.568,0.38,1,NA
"5832",173.427821807563,76.3250260626732,2014-12-22,TRUE,271.35,0.36,9,1
"5833",-57.3965297732502,-66.75783999389,2017-02-16,TRUE,271.35,0.36,9,0.96
"5834",145.604689847678,13.8753972693661,2010-01-21,TRUE,300.864,0.38,1,NA
"5835",-47.7500858344138,12.6697538315113,2007-09-03,TRUE,300.129,0.38,1,NA
"5836",32.7286258712411,82.0693553569447,2020-08-14,TRUE,272.566,0.35,1,NA
"5837",-3.63663512282073,-27.9463167018649,2009-11-28,TRUE,292.933,0.38,1,NA
"5838",122.349361767992,-43.1958951552083,2012-01-17,TRUE,286.109,0.37,1,NA
"5839",77.8780617937446,10.8841737052174,2003-02-22,TRUE,NA,NA,2,NA
"5840",125.801248010248,-66.808603803568,2016-10-01,TRUE,NA,NA,2,NA
"5841",-107.410810813308,-64.777870742062,2019-11-13,TRUE,273.687,0.36,1,NA
"5842",-38.270497424528,-33.8390548344622,2004-02-23,TRUE,295.414,0.4,1,NA
"5843",104.883755855262,-0.396962351118554,2007-05-13,TRUE,303.255,0.4,1,NA
"5844",146.353057427332,-13.6229915951245,2005-04-01,FALSE,NA,NA,NA,NA
"5845",92.4696356523782,-23.3348965732866,2011-03-18,TRUE,297.734,0.37,1,NA
"5846",-44.6612618118525,32.1004477052245,2018-01-20,TRUE,294.735,0.37,1,NA
"5847",-24.2566411290318,15.1900102378248,2010-09-17,TRUE,299.95,0.39,1,NA
"5848",-151.350407442078,6.10942133603595,2019-06-23,TRUE,302.241,0.41,1,NA
"5849",152.514790585265,-47.166093524227,2007-02-25,TRUE,285.293,0.38,1,NA
"5850",-131.47846701555,-29.1065014559523,2004-11-02,TRUE,293.217,0.37,1,NA
"5851",-15.6023022159934,23.4369887496639,2009-02-06,TRUE,NA,NA,2,NA
"5852",-145.50713757053,6.48393917095119,2003-09-17,TRUE,301.678,0.41,1,NA
"5853",-132.475395910442,-12.2392598750978,2007-11-10,TRUE,299.564,0.37,1,NA
"5854",153.540468821302,-55.463326665705,2004-07-09,TRUE,276.905,0.38,1,0
"5855",-122.825334342197,65.4736123713778,2003-09-20,TRUE,272.277,0.36,13,0.47
"5856",-96.6142973396927,-6.14506741041188,2006-12-27,TRUE,298.064,0.38,1,NA
"5857",80.3202655725181,74.0921968869854,2019-04-08,TRUE,271.35,0.36,9,0.89
"5858",-176.136744869873,-57.7645057092751,2007-02-17,TRUE,279.566,0.37,1,0
"5859",1.53981101699173,-22.4587315695887,2016-09-01,TRUE,292.103,0.4,1,NA
"5860",-93.4801195934415,19.7235257525729,2014-10-03,TRUE,303.154,0.38,1,NA
"5861",-163.005587048829,-24.6011094535455,2015-10-12,TRUE,294.405,0.38,1,NA
"5862",143.94779403694,-2.22854551062302,2007-01-16,TRUE,302.052,0.41,1,NA
"5863",151.640502847731,45.8201056487721,2008-02-07,TRUE,273.989,0.37,1,0
"5864",151.164433294907,-20.3282691844434,2006-07-08,TRUE,296.893,0.37,1,NA
"5865",-11.3869990222156,53.523119490995,2015-04-25,TRUE,284.279,0.37,1,0
"5866",-107.518570991233,2.02566390278182,2007-12-08,TRUE,295.952,0.4,1,NA
"5867",147.035079225898,-25.5060466904993,2008-10-04,TRUE,NA,NA,2,NA
"5868",68.075496358797,13.3678447387848,2009-12-21,TRUE,301.012,0.38,1,NA
"5869",-44.6052643284202,-4.2332606382902,2008-03-05,TRUE,NA,NA,2,NA
"5870",151.453908523545,-74.2122117634757,2007-11-20,TRUE,NA,NA,2,NA
"5871",-123.224964458495,-48.7468308620876,2016-12-19,TRUE,283.507,0.38,1,NA
"5872",-114.614584939554,39.0553793433181,2013-10-03,TRUE,NA,NA,2,NA
"5873",-8.9557515643537,54.1466459242927,2020-03-08,TRUE,NA,NA,2,NA
"5874",-47.2663543839008,-7.20254345420841,2009-08-09,TRUE,NA,NA,2,NA
"5875",-179.208737276495,-20.4299699471149,2008-12-03,TRUE,300.249,0.38,1,NA
"5876",8.6248635314405,-74.7738028185618,2016-11-10,TRUE,NA,NA,2,NA
"5877",27.6228596270084,-24.6325132522717,2006-10-15,TRUE,NA,NA,2,NA
"5878",142.914628917351,-24.633964805465,2016-06-26,TRUE,NA,NA,2,NA
"5879",-70.1643406413496,70.235075484692,2006-05-09,TRUE,NA,NA,2,NA
"5880",13.6576432641596,-51.7574670050341,2003-04-24,TRUE,274.54,0.38,1,0
"5881",-170.01739715226,-39.7568146272685,2015-07-16,TRUE,285.782,0.38,1,NA
"5882",-79.480816880241,-69.6776574511426,2008-06-02,TRUE,272.294,0.36,9,0.86
"5883",176.485860524699,-61.3192599122031,2008-01-02,TRUE,276.42,0.36,1,0
"5884",-15.6670603808016,-78.954272832055,2004-11-19,TRUE,NA,NA,2,NA
"5885",118.397818459198,9.49059140912554,2003-09-19,TRUE,NA,NA,2,NA
"5886",-175.620154682547,17.8729773170806,2012-09-15,TRUE,300.876,0.36,1,NA
"5887",34.0746363066137,17.3254714284426,2020-03-22,TRUE,NA,NA,2,NA
"5888",43.9874133747071,-2.56395215852151,2006-12-01,TRUE,302.343,0.39,1,NA
"5889",-37.0874272473156,7.11417568703265,2004-03-17,TRUE,299.931,0.39,1,NA
"5890",98.9837882760912,-19.1810318284145,2004-11-17,TRUE,296.148,0.39,1,NA
"5891",139.460866302252,47.6815229218433,2011-03-06,TRUE,273.381,0.38,1,NA
"5892",42.5853402446955,-0.983150669969684,2016-12-04,TRUE,300.881,0.38,1,NA
"5893",-142.43768747896,-60.9659693157895,2017-05-08,TRUE,274.035,0.37,1,NA
"5894",-79.3921787571162,48.6804203422032,2003-12-10,TRUE,272.835,0.39,5,NA
"5895",25.8121056016535,-47.6580733474013,2015-12-04,TRUE,279.843,0.39,1,0
"5896",-177.645828081295,-17.218150217974,2017-06-15,TRUE,301.079,0.37,1,NA
"5897",-66.7620096355677,-0.0565979181946593,2008-07-18,TRUE,NA,NA,2,NA
"5898",-110.497833900154,20.0741079444258,2013-02-14,TRUE,296.998,0.36,1,NA
"5899",-40.3486732207239,2.6855723800973,2006-03-27,TRUE,300.274,0.38,1,NA
"5900",-116.785227712244,-6.00909210309842,2017-09-22,TRUE,297.749,0.38,1,NA
"5901",69.6597109269351,-72.8369083664087,2007-03-07,TRUE,NA,NA,2,NA
"5902",28.1119191180915,72.8221845572987,2011-10-01,TRUE,281.363,0.35,1,0
"5903",109.662318332121,33.4585749499694,2015-10-10,TRUE,NA,NA,2,NA
"5904",-90.7725217938423,5.83041906256488,2012-06-27,TRUE,302.213,0.39,1,NA
"5905",13.728882484138,-78.5377904995543,2011-04-06,TRUE,NA,NA,2,NA
"5906",-35.7538932748139,-1.9294704602038,2018-04-04,TRUE,302.118,0.38,1,NA
"5907",-143.784292945638,-75.3865732167194,2012-03-25,TRUE,271.35,0.36,1,NA
"5908",-91.796194575727,50.982665112083,2016-04-27,TRUE,NA,NA,2,NA
"5909",-144.872906785458,32.7822815392153,2015-03-27,TRUE,291.013,0.38,1,NA
"5910",17.6582764461637,10.9095436230809,2019-05-03,TRUE,NA,NA,2,NA
"5911",21.0371974669397,-17.4290445660905,2010-04-12,TRUE,NA,NA,2,NA
"5912",125.80224076286,-37.3349767432076,2013-07-03,TRUE,288.506,0.37,1,NA
"5913",-38.0842326767743,6.50111106012247,2018-08-09,TRUE,301.636,0.38,1,NA
"5914",108.735217479989,4.78163457727267,2010-11-06,TRUE,303.058,0.41,1,NA
"5915",-85.6394618935883,-25.2736610170535,2014-03-05,TRUE,294.83,0.41,1,NA
"5916",-94.6063639875501,-26.1312839339728,2007-10-05,TRUE,291.992,0.38,1,NA
"5917",-147.460642531514,-32.3062406931378,2009-01-10,TRUE,295.241,0.41,1,NA
"5918",69.6386145148426,52.2733126092399,2016-03-05,TRUE,NA,NA,2,NA
"5919",-14.4928540661931,24.4903988586882,2007-12-02,TRUE,NA,NA,2,NA
"5920",2.78233998455107,-24.5311208719047,2008-12-21,TRUE,293.736,0.38,1,NA
"5921",-148.892769562081,-69.6754518490587,2004-06-17,TRUE,271.35,0.36,9,0.9
"5922",-172.172610349953,-7.52126412063454,2017-06-12,TRUE,302.938,0.39,1,NA
"5923",-2.03566529788077,5.01027570496353,2005-04-16,TRUE,NA,NA,2,NA
"5924",38.1992972642183,-9.75079941225804,2015-01-28,TRUE,NA,NA,2,NA
"5925",-52.5378116592765,31.576591541413,2020-08-12,TRUE,301.515,0.37,1,NA
"5926",0.0635724607855082,5.84234985561228,2009-11-16,TRUE,NA,NA,2,NA
"5927",-65.8846574742347,4.90460243591297,2007-03-24,TRUE,NA,NA,2,NA
"5928",99.6610591281205,-36.2335399286413,2020-05-08,TRUE,288.999,0.39,1,NA
"5929",151.113577689976,9.55165026561552,2013-12-25,TRUE,300.873,0.39,1,NA
"5930",133.510457770899,11.9605407352251,2010-09-12,TRUE,302.495,0.39,1,NA
"5931",-175.569618763402,19.054010080531,2017-03-16,TRUE,299.71,0.37,1,NA
"5932",145.462305033579,-73.5018932793351,2011-02-27,TRUE,NA,NA,2,NA
"5933",80.867972066626,11.431698836841,2015-10-17,TRUE,302.637,0.39,1,NA
"5934",-82.6395498309284,48.8942424877224,2006-03-21,TRUE,NA,NA,2,NA
"5935",-75.9494040627033,-55.757123007663,2015-04-21,TRUE,280.354,0.38,1,0
"5936",-173.369896989316,-23.8972937464069,2019-08-06,TRUE,295.454,0.39,1,NA
"5937",42.9031285364181,-57.9754229952693,2016-11-04,TRUE,272.214,0.37,1,NA
"5938",-98.7845046725124,-76.001603318046,2012-12-15,TRUE,NA,NA,2,NA
"5939",96.5324360691011,-45.5553352141958,2012-11-08,TRUE,282.912,0.38,1,NA
"5940",-49.0115598309785,-60.6543217657329,2015-01-12,TRUE,273.275,0.36,9,0.01
"5941",-38.8072496932,-19.9527722434426,2005-01-17,TRUE,300.162,0.38,1,NA
"5942",136.326343892142,70.3728589971623,2004-06-03,TRUE,NA,NA,2,NA
"5943",161.060836063698,-45.6816620812635,2020-04-09,TRUE,285.522,0.38,1,NA
"5944",31.3889581896365,-47.5855183082411,2007-01-13,TRUE,280.349,0.38,1,0
"5945",-159.961543176323,-13.1886526269851,2019-07-26,TRUE,301.197,0.38,1,NA
"5946",-61.8133610766381,-11.2612055284146,2007-09-18,TRUE,NA,NA,2,NA
"5947",144.092204505578,-3.69917140040466,2010-10-10,TRUE,302.321,0.41,1,NA
"5948",-30.1979499310255,-30.9308949962173,2003-11-14,TRUE,292.519,0.38,1,NA
"5949",-172.683412162587,-1.68067880360752,2005-06-07,TRUE,302.237,0.39,1,NA
"5950",-47.5881095789373,23.9024125665562,2004-01-20,TRUE,297.717,0.37,1,NA
"5951",149.546563792974,-9.1576291026577,2003-02-12,TRUE,302.78,0.37,1,NA
"5952",130.393037125468,-4.53064756780101,2005-12-11,TRUE,303.031,0.41,1,NA
"5953",-151.795104872435,-19.5048483942713,2012-11-20,TRUE,300.97,0.37,1,NA
"5954",-53.5899451095611,14.7265119497646,2005-03-17,TRUE,300.82,0.37,1,NA
"5955",149.895703839138,-23.7768746153838,2019-12-11,TRUE,NA,NA,2,NA
"5956",-63.2987742964178,-42.877522976197,2020-01-12,TRUE,288.951,0.37,1,NA
"5957",-118.370910203084,52.6464117972691,2017-10-09,TRUE,NA,NA,2,NA
"5958",76.8598382547498,38.2122767477687,2011-07-25,TRUE,NA,NA,2,NA
"5959",-32.7467521559447,54.0369795330472,2005-09-11,TRUE,286.27,0.38,1,0
"5960",22.9294906463474,-10.3106847930669,2014-03-28,TRUE,NA,NA,2,NA
"5961",-120.186635283753,44.3158816933828,2020-12-16,TRUE,NA,NA,2,NA
"5962",-20.7429852895439,23.2868039863129,2014-09-05,TRUE,298.475,0.37,1,NA
"5963",139.37689891085,-24.8504349288877,2009-08-18,TRUE,NA,NA,2,NA
"5964",155.963087361306,23.9247253687813,2020-10-12,TRUE,302.074,0.37,1,NA
"5965",116.569804418832,11.3355632712955,2013-01-22,TRUE,300.675,0.38,1,NA
"5966",36.921404292807,32.0359338591471,2017-09-08,TRUE,NA,NA,2,NA
"5967",-42.8238143585622,-17.3157511444374,2016-12-10,TRUE,NA,NA,2,NA
"5968",166.942310566083,9.72702627586703,2017-01-12,TRUE,301.387,0.39,1,NA
"5969",47.9281560145319,15.6357828649046,2017-06-16,TRUE,NA,NA,2,NA
"5970",35.0787287112325,-27.4290997288516,2019-07-07,TRUE,295.916,0.37,1,NA
"5971",-125.803684210405,-47.1102095603616,2008-09-02,TRUE,280.418,0.39,1,0
"5972",-174.451596010476,-75.5133853063794,2015-05-04,TRUE,271.35,0.36,9,0.87
"5973",45.2336710318923,24.9669176090273,2015-07-24,TRUE,NA,NA,2,NA
"5974",6.46838324144483,31.7821232079396,2016-04-19,TRUE,NA,NA,2,NA
"5975",2.12127076461911,27.5592546150986,2015-11-19,TRUE,NA,NA,2,NA
"5976",91.6951549239457,22.2088416890306,2018-09-27,TRUE,303.357,0.39,1,NA
"5977",169.090227568522,14.8564681271033,2011-12-23,TRUE,300.995,0.38,1,NA
"5978",92.3469078261405,18.6709209889084,2015-09-27,TRUE,303.28,0.38,1,NA
"5979",-96.8726033717394,-58.9349570468295,2011-07-14,TRUE,276.221,0.37,1,0
"5980",-105.085585210472,-28.6227782600965,2015-09-24,TRUE,291.526,0.38,1,NA
"5981",-31.0867821145803,49.7911823790011,2018-12-02,TRUE,283.359,0.37,1,NA
"5982",-105.011779116467,57.701539031297,2004-09-01,TRUE,NA,NA,2,NA
"5983",-68.1823434960097,31.4405590432721,2012-11-05,TRUE,297.331,0.37,1,NA
"5984",-137.529843449593,-1.70567190674978,2006-08-25,TRUE,299.44,0.37,1,NA
"5985",139.654441243038,0.114025147581596,2016-11-10,TRUE,303.195,0.39,1,NA
"5986",-169.699799129739,5.02826349681267,2010-07-10,TRUE,301.144,0.38,1,NA
"5987",115.106464270502,24.808707511346,2020-08-13,TRUE,NA,NA,2,NA
"5988",9.5382499974221,-14.9218938877738,2018-10-08,TRUE,293.485,0.39,1,NA
"5989",3.32198350690305,-17.0571811728617,2013-08-22,TRUE,291.54,0.41,1,NA
"5990",113.191531067714,-49.6158874412173,2016-11-21,TRUE,278.124,0.37,1,NA
"5991",-157.380450507626,47.8599388726885,2014-04-19,TRUE,279.804,0.38,1,NA
"5992",-176.11080958508,-9.63186258787073,2018-08-26,TRUE,302.219,0.37,1,NA
"5993",92.0245918817818,26.1751892190281,2015-07-25,TRUE,NA,NA,2,NA
"5994",-74.2337900865823,-20.6680930823734,2020-09-11,TRUE,289.649,0.4,1,NA
"5995",-100.362855345011,-55.9793747811377,2015-04-01,TRUE,279.949,0.37,1,0
"5996",73.5191092919558,-73.8201868946447,2013-06-09,TRUE,NA,NA,2,NA
"5997",-136.776110194623,51.7053050199731,2009-03-26,TRUE,278.442,0.38,1,NA
"5998",88.0529796145856,43.4350962905505,2008-04-22,TRUE,NA,NA,2,NA
"5999",-6.13611378706992,10.9940256842193,2018-11-27,TRUE,NA,NA,2,NA
"6000",59.5535784401,-19.3830501891972,2004-06-15,TRUE,298.321,0.37,1,NA
"6001",5.32282266765833,53.5281920516161,2020-05-12,TRUE,283.87,0.37,1,NA
"6002",-103.776660589501,0.0114078033714684,2018-08-23,TRUE,294.614,0.37,1,NA
"6003",-31.3796130381525,64.5971572217711,2012-11-18,TRUE,279.991,0.36,1,0
"6004",58.4566313959658,-42.7740236695329,2012-04-02,TRUE,289.428,0.39,1,NA
"6005",-151.632682112977,1.65195715814345,2014-11-11,TRUE,301.515,0.37,1,NA
"6006",50.4938677232713,17.4499768266357,2020-11-27,TRUE,NA,NA,2,NA
"6007",10.5848067998886,43.2508444210283,2004-08-04,TRUE,NA,NA,2,NA
"6008",-27.671658815816,2.93539498029134,2014-08-13,TRUE,300.419,0.37,1,NA
"6009",-40.191719988361,27.1519765281229,2020-09-17,TRUE,300.234,0.37,1,NA
"6010",-94.2069508787245,-50.1580233240939,2006-11-05,TRUE,279.706,0.37,1,NA
"6011",-35.7726442627609,21.9330498369426,2018-02-08,TRUE,295.887,0.38,1,NA
"6012",-90.9157604724169,31.7224588853555,2016-04-27,TRUE,NA,NA,2,NA
"6013",-148.62517026253,30.3913018157025,2013-01-21,TRUE,292.651,0.37,1,NA
"6014",-68.4163347166032,-28.8499706048347,2007-12-05,TRUE,NA,NA,2,NA
"6015",-98.8100561499596,-50.6846139924512,2017-03-01,TRUE,282.243,0.36,1,NA
"6016",-174.394433861598,-9.80069515934454,2010-06-08,TRUE,302.799,0.39,1,NA
"6017",-53.0130809079856,12.096736314419,2009-06-08,TRUE,300.245,0.38,1,NA
"6018",-63.5783046483994,-20.8200866816867,2006-08-19,TRUE,NA,NA,2,NA
"6019",11.8470732215792,22.4109239125568,2020-10-04,TRUE,NA,NA,2,NA
"6020",-158.682916117832,32.9245760141573,2004-06-02,TRUE,291.609,0.4,1,NA
"6021",-61.0943448264152,-8.21885559303943,2016-03-27,TRUE,NA,NA,2,NA
"6022",64.0606768894941,57.5107851142736,2008-06-11,TRUE,NA,NA,2,NA
"6023",-32.2364761400968,-73.0186647859938,2011-05-19,TRUE,271.35,0.36,9,0.93
"6024",63.8857784215361,-22.9141737696363,2007-06-24,TRUE,297.328,0.38,1,NA
"6025",160.84435463883,41.3054554834858,2020-12-02,TRUE,286.701,0.38,1,NA
"6026",-128.398839114234,8.26440911973394,2020-02-20,TRUE,300.259,0.42,1,NA
"6027",-24.7069263551384,4.15508241435197,2019-04-09,TRUE,300.992,0.37,1,NA
"6028",-114.987187776715,-36.2234660026875,2007-08-12,TRUE,288.107,0.38,1,NA
"6029",155.636736955494,-20.308085233427,2020-04-02,TRUE,301.033,0.38,1,NA
"6030",-46.7714969627559,-9.22825360646336,2007-04-26,TRUE,NA,NA,2,NA
"6031",11.1757878027856,-42.7354278709824,2018-12-20,TRUE,285.761,0.38,1,NA
"6032",-108.064863877371,12.4492137013487,2006-09-15,TRUE,301.104,0.4,1,NA
"6033",-108.36666402407,-8.46590875360168,2003-04-09,TRUE,299.832,0.39,1,NA
"6034",24.193268911913,-36.00416735237,2009-05-24,TRUE,295.811,0.39,1,NA
"6035",-8.07388784363866,68.2936477348006,2008-10-14,TRUE,279.14,0.36,1,0
"6036",63.8539986032993,-36.0140741488078,2014-03-08,TRUE,294.223,0.39,1,NA
"6037",155.971970502287,28.7841875118333,2010-10-26,TRUE,300.443,0.39,1,NA
"6038",33.4804359823465,46.5343401921912,2013-03-27,TRUE,NA,NA,2,NA
"6039",-177.974993130192,-11.3952340737049,2010-09-01,TRUE,302.585,0.37,1,NA
"6040",-88.9643365703523,-72.0624894431068,2009-07-23,TRUE,271.35,0.36,9,0.86
"6041",151.896140919998,15.1426935377435,2003-03-27,TRUE,300.042,0.39,1,NA
"6042",56.5734302345663,56.5689241760334,2005-06-17,TRUE,NA,NA,2,NA
"6043",119.929846124724,-7.54351488744314,2008-01-28,TRUE,302.498,0.42,1,NA
"6044",135.703278472647,64.2401360220217,2005-07-03,TRUE,NA,NA,2,NA
"6045",175.06578608416,-11.8486918437062,2011-04-19,TRUE,303.353,0.38,1,NA
"6046",-46.625696439296,33.0437334509967,2004-01-18,TRUE,292.553,0.37,1,NA
"6047",127.378478692845,-7.71869295971653,2020-07-05,TRUE,300.161,0.39,1,NA
"6048",178.219137433916,34.2633508552505,2017-12-05,TRUE,291.747,0.39,1,NA
"6049",-176.553892241791,68.9520595864766,2017-11-24,TRUE,271.35,0.36,9,0.79
"6050",-47.6827186346054,-14.563610694153,2010-05-22,TRUE,NA,NA,2,NA
"6051",21.5828139334917,28.9442929437243,2004-10-22,TRUE,NA,NA,2,NA
"6052",11.5064601693302,-44.7211329322617,2010-03-25,TRUE,283.773,0.39,1,NA
"6053",118.894399367273,-36.9202701026044,2013-04-08,TRUE,291.807,0.37,1,NA
"6054",57.4656062107533,61.1419342636729,2019-08-20,TRUE,NA,NA,2,NA
"6055",79.4887773413211,-54.09971334322,2017-10-12,TRUE,272.744,0.38,1,NA
"6056",20.0836219545454,6.34060409360804,2005-11-24,TRUE,NA,NA,2,NA
"6057",53.6197314597666,20.7435831307885,2006-06-21,TRUE,NA,NA,2,NA
"6058",-78.7176693230867,43.5697215219135,2013-02-10,TRUE,277.449,0.36,5,NA
"6059",-102.507510026917,-19.5011515822077,2007-12-20,TRUE,294.894,0.38,1,NA
"6060",-17.7446790318936,-0.445627698774635,2020-01-27,TRUE,301.311,0.37,1,NA
"6061",-84.0663929935545,42.3792791843624,2003-02-11,TRUE,NA,NA,2,NA
"6062",97.2189199738204,-49.77605033468,2009-06-14,TRUE,279.718,0.38,1,NA
"6063",74.683953858912,9.39296909095634,2012-11-14,TRUE,302.418,0.37,1,NA
"6064",-63.5462237522006,69.9481712727612,2004-06-07,TRUE,271.35,0.36,9,0.96
"6065",-147.619460569695,-27.8511491770024,2008-01-21,TRUE,297.043,0.4,1,NA
"6066",46.3098648190498,30.7594838788413,2006-11-24,TRUE,NA,NA,2,NA
"6067",-97.7415103465319,71.0919125791267,2018-08-11,TRUE,271.35,0.36,9,0.61
"6068",-114.150734944269,12.7801765951401,2018-03-03,TRUE,300.07,0.38,1,NA
"6069",51.7264148499817,-48.270464149512,2015-11-27,TRUE,277.303,0.37,1,0
"6070",73.6559106688946,6.58501305893852,2010-12-08,TRUE,300.855,0.39,1,NA
"6071",-76.3476075790823,-26.9713727442829,2007-11-15,TRUE,289.299,0.4,1,NA
"6072",90.8829055074602,52.7273271692054,2005-11-05,TRUE,NA,NA,2,NA
"6073",100.775882424787,-59.6622819722103,2006-09-25,TRUE,272.431,0.37,9,0.12
"6074",64.9821041990072,-22.7186284230575,2003-06-05,TRUE,297.342,0.37,1,NA
"6075",24.6086570061743,38.9714153190444,2007-09-05,TRUE,298.438,0.38,1,NA
"6076",41.7028928920627,-19.7764186290235,2010-12-19,TRUE,302.449,0.38,1,NA
"6077",121.036875341088,44.3041523382288,2003-08-05,TRUE,NA,NA,2,NA
"6078",-174.598470423371,-77.296632569299,2010-11-16,TRUE,272.343,0.36,9,0.25
"6079",-85.2677471190691,78.1445623515697,2016-03-11,TRUE,271.557,0.35,1,NA
"6080",145.421918258071,-1.03758867340111,2010-11-22,TRUE,303.219,0.39,1,NA
"6081",95.7222080323845,-6.76762935792748,2020-08-05,TRUE,301.896,0.37,1,NA
"6082",177.799657126889,17.5993443192567,2017-07-22,TRUE,302.109,0.37,1,NA
"6083",-63.0320197250694,-20.9571634809316,2017-03-27,TRUE,NA,NA,2,NA
"6084",40.6427160836756,-35.191688704506,2012-09-02,TRUE,291.351,0.38,1,NA
"6085",86.005347808823,-12.2564926629255,2011-04-25,TRUE,300.846,0.37,1,NA
"6086",133.311444818974,-5.82577330525127,2013-05-04,TRUE,303.214,0.4,1,NA
"6087",-158.579768417403,17.0253315582766,2004-01-15,TRUE,298.91,0.37,1,NA
"6088",72.0654533430934,-4.71717285205656,2018-11-12,TRUE,302.017,0.37,1,NA
"6089",16.4254763536155,-76.8918194672849,2011-08-07,TRUE,NA,NA,2,NA
"6090",-99.9884716048837,26.8787879710762,2017-10-15,TRUE,NA,NA,2,NA
